folder,file,ext,kategorie,bytes,geaendert
Frauenlob_Bd2/PDFs,S. 74.tif,.tif,scan,359436,2009-08-20
Frauenlob_Bd2/PDFs,S. 75.tif,.tif,scan,369250,2009-08-20
Frauenlob_Bd2/PDFs,S. 76.tif,.tif,scan,365640,2009-08-20
Frauenlob_Bd2/PDFs,S. 77.tif,.tif,scan,395708,2009-08-20
Frauenlob_Bd2/PDFs,S. 78.tif,.tif,scan,391746,2009-08-20
Frauenlob_Bd2/PDFs,S. 79.tif,.tif,scan,345876,2009-08-20
Frauenlob_Bd2/PDFs,S. 80.tif,.tif,scan,394510,2009-08-20
Frauenlob_Bd2/PDFs,S. 81.tif,.tif,scan,404412,2009-08-20
Frauenlob_Bd2/PDFs,S. 82.tif,.tif,scan,350036,2009-08-20
Frauenlob_Bd2/PDFs,S. 83.tif,.tif,scan,409226,2009-08-20
Frauenlob_Bd2/PDFs,S. 85.tif,.tif,scan,389964,2009-08-20
Frauenlob_Bd2/PDFs,S. 86.tif,.tif,scan,392438,2009-08-20
Frauenlob_Bd2/PDFs,S. 87.tif,.tif,scan,403808,2009-08-20
Frauenlob_Bd2/PDFs,S. 88.tif,.tif,scan,393386,2009-09-24
Frauenlob_Bd2/PDFs,S. 91.tif,.tif,scan,397240,2009-09-24
Frauenlob_Bd2/PDFs,S. 92.tif,.tif,scan,362046,2009-09-24
Frauenlob_Bd2/PDFs,S. 93.tif,.tif,scan,317958,2009-09-24
Frauenlob_Bd2/PDFs,S. 94.tif,.tif,scan,375192,2009-09-24
Frauenlob_Bd2/PDFs,S. 95.tif,.tif,scan,399780,2009-09-24
Frauenlob_Bd2/PDFs,S. 96.tif,.tif,scan,347324,2009-09-24
Frauenlob_Bd2/PDFs,S. 97.tif,.tif,scan,402834,2009-09-24
Frauenlob_Bd2/PDFs,S. 98.tif,.tif,scan,338798,2009-09-24
Frauenlob_Bd2/PDFs,S.106.tif,.tif,scan,366980,2009-09-24
Frauenlob_Bd2/PDFs,S.132.tif,.tif,scan,321940,2009-10-15
Frauenlob_Bd2/PDFs,S.133.tif,.tif,scan,382128,2009-10-20
Frauenlob_Bd2/PDFs,S.135.tif,.tif,scan,395698,2009-10-20
Frauenlob_Bd2/PDFs,S.84.tif,.tif,scan,391442,2009-08-20
Frauenlob_Bd2/PDFs,S.89.tif,.tif,scan,400540,2009-09-24
Frauenlob_Bd2/PDFs,S.90.tif,.tif,scan,379866,2009-09-24
Frauenlob_Bd2/PDFs,S.99.tif,.tif,scan,396150,2009-09-24
Freidank,Freidank Anmerkungen.doc,.doc,text,19968,2010-08-20
Freidank,Freidank ganze RTF.rtf,.rtf,text,938078,2010-08-20
Freidank/Freidank Bilder,Freidank 100.tif,.tif,scan,271426,2010-06-09
Freidank/Freidank Bilder,Freidank 101.tif,.tif,scan,270302,2010-06-09
Freidank/Freidank Bilder,Freidank 102.tif,.tif,scan,279304,2010-06-09
Freidank/Freidank Bilder,Freidank 103.tif,.tif,scan,273244,2010-06-09
Freidank/Freidank Bilder,Freidank 104.tif,.tif,scan,279772,2010-06-09
Freidank/Freidank Bilder,Freidank 105.tif,.tif,scan,281436,2010-06-09
Freidank/Freidank Bilder,Freidank 106.tif,.tif,scan,277024,2010-06-09
Freidank/Freidank Bilder,Freidank 107.tif,.tif,scan,277114,2010-06-09
Freidank/Freidank Bilder,Freidank 108.tif,.tif,scan,281214,2010-06-09
Freidank/Freidank Bilder,Freidank 109.tif,.tif,scan,277978,2010-06-09
Freidank/Freidank Bilder,Freidank 110.tif,.tif,scan,282656,2010-06-09
Freidank/Freidank Bilder,Freidank 111.tif,.tif,scan,272250,2010-06-09
Freidank/Freidank Bilder,Freidank 112.tif,.tif,scan,268500,2010-06-09
Freidank/Freidank Bilder,Freidank 113.tif,.tif,scan,269714,2010-06-09
Freidank/Freidank Bilder,Freidank 114.tif,.tif,scan,275236,2010-06-09
Freidank/Freidank Bilder,Freidank 115.tif,.tif,scan,274148,2010-06-09
Freidank/Freidank Bilder,Freidank 116.tif,.tif,scan,266788,2010-06-09
Freidank/Freidank Bilder,Freidank 117.tif,.tif,scan,269384,2010-06-09
Freidank/Freidank Bilder,Freidank 118.tif,.tif,scan,272212,2010-06-09
Freidank/Freidank Bilder,Freidank 119.tif,.tif,scan,271266,2010-06-09
Freidank/Freidank Bilder,Freidank 120.tif,.tif,scan,273858,2010-06-09
Freidank/Freidank Bilder,Freidank 121.tif,.tif,scan,262404,2010-06-09
Freidank/Freidank Bilder,Freidank 122.tif,.tif,scan,272952,2010-06-09
Freidank/Freidank Bilder,Freidank 123.tif,.tif,scan,276494,2010-06-09
Freidank/Freidank Bilder,Freidank 124.tif,.tif,scan,278978,2010-06-09
Freidank/Freidank Bilder,Freidank 125.tif,.tif,scan,274272,2010-06-09
Freidank/Freidank Bilder,Freidank 126.tif,.tif,scan,269572,2010-06-09
Freidank/Freidank Bilder,Freidank 127.tif,.tif,scan,279766,2010-06-09
Freidank/Freidank Bilder,Freidank 128.tif,.tif,scan,277908,2010-06-09
Freidank/Freidank Bilder,Freidank 129.tif,.tif,scan,269602,2010-06-09
Freidank/Freidank Bilder,Freidank 130.tif,.tif,scan,274814,2010-06-09
Freidank/Freidank Bilder,Freidank 131.tif,.tif,scan,276488,2010-06-09
Freidank/Freidank Bilder,Freidank 132.tif,.tif,scan,212018,2010-06-15
Freidank/Freidank Bilder,Freidank 133.tif,.tif,scan,282450,2010-06-09
Freidank/Freidank Bilder,Freidank 134.tif,.tif,scan,284678,2010-06-09
Freidank/Freidank Bilder,Freidank 135.tif,.tif,scan,261660,2010-06-09
Freidank/Freidank Bilder,Freidank 136.tif,.tif,scan,270856,2010-06-09
Freidank/Freidank Bilder,Freidank 137.tif,.tif,scan,269222,2010-06-09
Friedrich von Sonnenburg,Anmerkungen zu F. v. Sonnenburg.doc,.doc,text,22016,2010-09-01
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Friedrich von Sonnenburg Buchdeckblatt0001.tif,.tif,scan,138524,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Friedrich von Sonnenburg Buchdeckblatt0002.tif,.tif,scan,184790,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0001.tif,.tif,scan,173584,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0002.tif,.tif,scan,175462,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0003.tif,.tif,scan,172198,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0004.tif,.tif,scan,177960,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0005.tif,.tif,scan,171486,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0006.tif,.tif,scan,177100,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0007.tif,.tif,scan,175876,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0008.tif,.tif,scan,186214,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0009.tif,.tif,scan,171256,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0010.tif,.tif,scan,194182,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0011.tif,.tif,scan,170892,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0012.tif,.tif,scan,172570,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0013.tif,.tif,scan,163256,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0014.tif,.tif,scan,187918,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0015.tif,.tif,scan,167822,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0016.tif,.tif,scan,167956,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0017.tif,.tif,scan,166240,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0018.tif,.tif,scan,183796,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0019.tif,.tif,scan,180898,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0020.tif,.tif,scan,184722,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0021.tif,.tif,scan,179890,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0022.tif,.tif,scan,186322,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0023.tif,.tif,scan,179880,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0024.tif,.tif,scan,179384,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0025.tif,.tif,scan,181258,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0026.tif,.tif,scan,184326,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0027.tif,.tif,scan,192812,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0028.tif,.tif,scan,192288,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0029.tif,.tif,scan,184728,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0030.tif,.tif,scan,187710,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0031.tif,.tif,scan,187102,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0032.tif,.tif,scan,183456,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0033.tif,.tif,scan,182008,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0034.tif,.tif,scan,182748,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0035.tif,.tif,scan,188456,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0036.tif,.tif,scan,180812,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0037.tif,.tif,scan,190776,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0038.tif,.tif,scan,192550,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0039.tif,.tif,scan,185116,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0040.tif,.tif,scan,190630,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0041.tif,.tif,scan,182228,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0042.tif,.tif,scan,187206,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0043.tif,.tif,scan,179370,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0044.tif,.tif,scan,198808,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0045.tif,.tif,scan,188110,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0046.tif,.tif,scan,192330,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0047.tif,.tif,scan,186764,2010-08-23
Friedrich von Sonnenburg/friedrich von Sonnenburg Bilder,Sprüche von Sonnenburg0048.tif,.tif,scan,184102,2010-08-23
Friedrich von Sonnenburg/Friedrich von Sonnenburg Rich Text Format,Die Sprüche Friedrichs von Sonnenburg.rtf,.rtf,text,298144,2010-09-03
"Heinrich von dem Türlin, Der Mantel",Der Mantel.rtf,.rtf,text,504430,2014-08-04
"Heinrich von dem Türlin, Der Mantel/Der Mantel",batch.options.xml,.xml,text,10138,2014-08-04
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0001.tif,.tif,scan,519894,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0002.tif,.tif,scan,583272,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0003.tif,.tif,scan,543618,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0004.tif,.tif,scan,579984,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0005.tif,.tif,scan,606826,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0006.tif,.tif,scan,471444,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0007.tif,.tif,scan,290288,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0008.tif,.tif,scan,381536,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0009.tif,.tif,scan,383168,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0010.tif,.tif,scan,544358,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0011.tif,.tif,scan,317592,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0012.tif,.tif,scan,315746,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0013.tif,.tif,scan,343532,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0014.tif,.tif,scan,477010,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0015.tif,.tif,scan,415654,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0016.tif,.tif,scan,388724,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0017.tif,.tif,scan,380196,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0018.tif,.tif,scan,289594,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0019.tif,.tif,scan,272930,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0020.tif,.tif,scan,274672,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0021.tif,.tif,scan,464678,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0022.tif,.tif,scan,354324,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0023.tif,.tif,scan,302358,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0024.tif,.tif,scan,397394,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0025.tif,.tif,scan,395074,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0026.tif,.tif,scan,468786,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0027.tif,.tif,scan,344436,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0028.tif,.tif,scan,364556,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0029.tif,.tif,scan,476220,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0030.tif,.tif,scan,257754,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0031.tif,.tif,scan,442522,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0032.tif,.tif,scan,387722,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0033.tif,.tif,scan,526716,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0034.tif,.tif,scan,380922,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0035.tif,.tif,scan,486838,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0036.tif,.tif,scan,270060,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0037.tif,.tif,scan,200610,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0038.tif,.tif,scan,352210,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0039.tif,.tif,scan,433536,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0040.tif,.tif,scan,621892,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0041.tif,.tif,scan,397468,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0042.tif,.tif,scan,343962,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0043.tif,.tif,scan,389930,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0044.tif,.tif,scan,273386,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0045.tif,.tif,scan,480116,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0046.tif,.tif,scan,421750,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel Bilder",Der Mantel - 0047.tif,.tif,scan,77504,2014-07-28
"Heinrich von dem Türlin, Der Mantel/Der Mantel/temp",Plustek%32OpticBook%324800%400%41.bmp,.bmp,scan,997918,2014-07-28
Jenaer Meißner,Der Meißner der Jenaer Liederhandschrift.rtf,.rtf,text,94556,2011-03-02
Jenaer Meißner,DJEM.txt,.txt,text,108077,2013-11-12
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0001.tif,.tif,scan,487748,2011-01-11
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0002.tif,.tif,scan,788176,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0003.tif,.tif,scan,780222,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0004.tif,.tif,scan,784436,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0005.tif,.tif,scan,767584,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0006.tif,.tif,scan,788260,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0007.tif,.tif,scan,773150,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0008.tif,.tif,scan,706450,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0009.tif,.tif,scan,788334,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0010.tif,.tif,scan,701440,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0011.tif,.tif,scan,778612,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0012.tif,.tif,scan,752618,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0013.tif,.tif,scan,726836,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0014.tif,.tif,scan,759644,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0015.tif,.tif,scan,743392,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0016.tif,.tif,scan,775740,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0017.tif,.tif,scan,772564,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0018.tif,.tif,scan,784280,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0019.tif,.tif,scan,774522,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0020.tif,.tif,scan,769542,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0021.tif,.tif,scan,710076,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0022.tif,.tif,scan,747144,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0023.tif,.tif,scan,734894,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0024.tif,.tif,scan,755206,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0025.tif,.tif,scan,756266,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0026.tif,.tif,scan,764674,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0027.tif,.tif,scan,738888,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0029.tif,.tif,scan,745450,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0030.tif,.tif,scan,791166,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0031.tif,.tif,scan,790678,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0032.tif,.tif,scan,788354,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0033.tif,.tif,scan,778488,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0034.tif,.tif,scan,774912,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0035.tif,.tif,scan,763912,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0036.tif,.tif,scan,795232,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0037.tif,.tif,scan,790632,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0038.tif,.tif,scan,771548,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0039.tif,.tif,scan,779034,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0040.tif,.tif,scan,760674,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0041.tif,.tif,scan,753530,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0042.tif,.tif,scan,740422,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0043.tif,.tif,scan,685314,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0044.tif,.tif,scan,711342,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0045.tif,.tif,scan,737866,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0046.tif,.tif,scan,772256,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0047.tif,.tif,scan,754272,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0048.tif,.tif,scan,644580,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0049.tif,.tif,scan,774512,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0050.tif,.tif,scan,776606,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0051.tif,.tif,scan,750506,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0052.tif,.tif,scan,735360,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0053.tif,.tif,scan,684136,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0054.tif,.tif,scan,739698,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0055.tif,.tif,scan,716904,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0056.tif,.tif,scan,765568,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0057.tif,.tif,scan,775250,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0058.tif,.tif,scan,743060,2011-01-10
Jenaer Meißner/Der Meißner der Jenaer Liederhandschrift Bilder,Meißner Jenaer Liederhandschrift0059.tif,.tif,scan,723568,2011-01-10
