folder,file,ext,kategorie,bytes,geaendert
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/27. Hug von Werbenwag 182 - 186,27. Hug von Werbenwag 182 - 1860004.tif,.tif,scan,69528,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 185 - 1890001.tif,.tif,scan,170162,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 185 - 1890002.tif,.tif,scan,194570,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 185 - 1890003.tif,.tif,scan,197430,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 185 - 1890004.tif,.tif,scan,201842,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 185 - 1890005.tif,.tif,scan,193268,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 190 - 1940001.tif,.tif,scan,207204,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 190 - 1940002.tif,.tif,scan,175992,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 190 - 1940003.tif,.tif,scan,201806,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 190 - 1940004.tif,.tif,scan,201808,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 190 - 1940005.tif,.tif,scan,209930,2009-04-12
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 195 - 1990001.tif,.tif,scan,216966,2009-04-13
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 195 - 1990002.tif,.tif,scan,198954,2009-04-13
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 195 - 1990003.tif,.tif,scan,211514,2009-04-13
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 195 - 1990004.tif,.tif,scan,213290,2009-04-13
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 195 - 1990005.tif,.tif,scan,211034,2009-04-13
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 200 - 2040001.tif,.tif,scan,197070,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 200 - 2040002.tif,.tif,scan,188292,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 200 - 2040003.tif,.tif,scan,200322,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 200 - 2040004.tif,.tif,scan,204684,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 200 - 2040005.tif,.tif,scan,195730,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 205 - 2090001.tif,.tif,scan,203028,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 205 - 2090002.tif,.tif,scan,193982,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 205 - 2090003.tif,.tif,scan,204218,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 205 - 2090004.tif,.tif,scan,221604,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 205 - 2090005.tif,.tif,scan,215538,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 210 - 2140001.tif,.tif,scan,253450,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 210 - 2140002.tif,.tif,scan,217914,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 210 - 2140003.tif,.tif,scan,230714,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 210 - 2140004.tif,.tif,scan,214652,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 210 - 2140005.tif,.tif,scan,214862,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 215 - 2170001.tif,.tif,scan,235578,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 215 - 2170002.tif,.tif,scan,241184,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/28. Der Kanzler,28. Der Kanzler 215 - 2170003.tif,.tif,scan,52688,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/29. Der Kol von Niunzen,29. Der Kol von Niunzen 218 - 2190001.tif,.tif,scan,179278,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/29. Der Kol von Niunzen,29. Der Kol von Niunzen 218 - 2190002.tif,.tif,scan,88834,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/30. Kristan von Hamle,30. Kristan von Hamle 220 - 2240001.tif,.tif,scan,200130,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/30. Kristan von Hamle,30. Kristan von Hamle 220 - 2240002.tif,.tif,scan,222396,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/30. Kristan von Hamle,30. Kristan von Hamle 220 - 2240003.tif,.tif,scan,235774,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/30. Kristan von Hamle,30. Kristan von Hamle 220 - 2240004.tif,.tif,scan,224104,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/30. Kristan von Hamle,30. Kristan von Hamle 220 - 2240005.tif,.tif,scan,212988,2009-04-15
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/31. Kristan von Luppin,31. Kristan von Luppin 225 - 2290001.tif,.tif,scan,163208,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/31. Kristan von Luppin,31. Kristan von Luppin 225 - 2290002.tif,.tif,scan,188190,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/31. Kristan von Luppin,31. Kristan von Luppin 225 - 2290003.tif,.tif,scan,184568,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/31. Kristan von Luppin,31. Kristan von Luppin 225 - 2290004.tif,.tif,scan,191082,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/31. Kristan von Luppin,31. Kristan von Luppin 225 - 2290005.tif,.tif,scan,168924,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/32. Künig Chuonrat der Junge,32. Künig Chuonrat der Junge 230 - 2310001.tif,.tif,scan,191986,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/32. Künig Chuonrat der Junge,32. Künig Chuonrat der Junge 230 - 2310002.tif,.tif,scan,46610,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380001.tif,.tif,scan,186902,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380002.tif,.tif,scan,173132,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380004.tif,.tif,scan,206958,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380005.tif,.tif,scan,179292,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380006.tif,.tif,scan,216250,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380007.tif,.tif,scan,196034,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/33. Chuonrat von Kilchberg,33. Chounrat von Kilchberg 232 - 2380008.tif,.tif,scan,61004,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/34. Der Schenke von Limpurg,34. Der Schenke von Limpurg 239 - 2440001.tif,.tif,scan,172872,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/34. Der Schenke von Limpurg,34. Der Schenke von Limpurg 239 - 2440002.tif,.tif,scan,202794,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/34. Der Schenke von Limpurg,34. Der Schenke von Limpurg 239 - 2440003.tif,.tif,scan,241442,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/34. Der Schenke von Limpurg,34. Der Schenke von Limpurg 239 - 2440004.tif,.tif,scan,206150,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/34. Der Schenke von Limpurg,34. Der Schenke von Limpurg 239 - 2440005.tif,.tif,scan,193216,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/34. Der Schenke von Limpurg,34. Der Schenke von Limpurg 239 - 2440006.tif,.tif,scan,148494,2009-04-16
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/35. Liutolt von Savene,35. Luitolt von Savene 245  2490001.tif,.tif,scan,167278,2009-04-17
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/35. Liutolt von Savene,35. Luitolt von Savene 245  2490002.tif,.tif,scan,194024,2009-04-17
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/35. Liutolt von Savene,35. Luitolt von Savene 245  2490003.tif,.tif,scan,196508,2009-04-17
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/35. Liutolt von Savene,35. Luitolt von Savene 245  2490004.tif,.tif,scan,203730,2009-04-17
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/35. Liutolt von Savene,35. Luitolt von Savene 245  2490005.tif,.tif,scan,161124,2009-04-17
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/36. Der Burggrave von Lüenz,36. Der Burggrave von Lüenz 250 -252.tif,.tif,scan,179610,2009-04-19
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/37. Von Munegiur,37. Von Munegiur 253 - 2550001.tif,.tif,scan,174482,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/37. Von Munegiur,37. Von Munegiur 253 - 2550002.tif,.tif,scan,207022,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/37. Von Munegiur,37. Von Munegiur 253 - 2550003.tif,.tif,scan,47856,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos a,38. Namenlos a  256 - 2610001.tif,.tif,scan,182048,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos a,38. Namenlos a  256 - 2610002.tif,.tif,scan,196722,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos a,38. Namenlos a  256 - 2610003.tif,.tif,scan,229060,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos a,38. Namenlos a  256 - 2610004.tif,.tif,scan,205776,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos a,38. Namenlos a  256 - 2610005.tif,.tif,scan,206862,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos a,38. Namenlos a  256 - 2610006.tif,.tif,scan,159916,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos D,28. Namenlos D 162 - 1630001.tif,.tif,scan,164702,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos D,28. Namenlos D 162 - 1630002.tif,.tif,scan,219464,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos El,38. Namenlos El 164.tif,.tif,scan,159152,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 265 - 2700001.tif,.tif,scan,230176,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 265 - 2700002.tif,.tif,scan,231198,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 265 - 2700003.tif,.tif,scan,223668,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 265 - 2700004.tif,.tif,scan,211894,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 265 - 2700005.tif,.tif,scan,213312,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 265 - 2700006.tif,.tif,scan,187090,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 271 - 2750001.tif,.tif,scan,177006,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 271 - 2750002.tif,.tif,scan,231328,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 271 - 2750003.tif,.tif,scan,246416,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 271 - 2750004.tif,.tif,scan,214076,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos h,38. Namenlos h 271 - 2750005.tif,.tif,scan,195732,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos i k und 38. Namenlos LI,38. Namenlos i k  und 38. Namenlos LI 276.tif,.tif,scan,165412,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos Mb,38. Namenlos Mb 277 - 2780001.tif,.tif,scan,175852,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos Mb,38. Namenlos Mb 277 - 2780002.tif,.tif,scan,41104,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos n,38. Namenlos n 279 - 2820001.tif,.tif,scan,203660,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos n,38. Namenlos n 279 - 2820002.tif,.tif,scan,213820,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos n,38. Namenlos n 279 - 2820003.tif,.tif,scan,211738,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos n,38. Namenlos n 279 - 2820004.tif,.tif,scan,213624,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos p,38. Namenlos p 283 - 2840001.tif,.tif,scan,214612,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos p,38. Namenlos p 283 - 2840002.tif,.tif,scan,182648,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910001.tif,.tif,scan,191256,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910002.tif,.tif,scan,202648,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910003.tif,.tif,scan,202038,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910004.tif,.tif,scan,205316,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910005.tif,.tif,scan,207500,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910006.tif,.tif,scan,210640,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910007.tif,.tif,scan,187464,2009-04-21
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos Sg,38. Namenlos Sg 1292.tif,.tif,scan,71712,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos W,38. Namenlos W 293.tif,.tif,scan,97648,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990001.tif,.tif,scan,197452,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990002.tif,.tif,scan,201790,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990003.tif,.tif,scan,183114,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990004.tif,.tif,scan,182322,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990005.tif,.tif,scan,185464,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990006.tif,.tif,scan,158268,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/39. Niune,39. Niune 300 - 3010001.tif,.tif,scan,199072,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Seitenbilder/39. Niune,39. Niune 300 - 3010002.tif,.tif,scan,169628,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),1. Der wilde Alexander 1b19.rtf,.rtf,text,56025,2009-08-06
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),10. Der Schulm von Ezzelingen 61b67.rtf,.rtf,text,76462,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),11. Vriderich der Knecht 68b74.rtf,.rtf,text,34928,2009-08-05
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),12. Friderich von Liningen 75u76.rtf,.rtf,text,40162,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),13. Gedrut_Geltar 77b79.rtf,.rtf,text,46552,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),14. Goesli von Ehenhein 80u81.rtf,.rtf,text,39939,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),15. Gottfried von Nifen 82b127.rtf,.rtf,text,251234,2009-08-06
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),16 Götfrit von Strasburg 128 - 130.rtf,.rtf,text,45720,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),17. Günther von dem Vorste 136 - 140.rtf,.rtf,text,87796,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),18. Hartman von Starkenberg 141 u. 142.rtf,.rtf,text,43156,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),19. Hawart 143 - 147.rtf,.rtf,text,61363,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),2. Der grave von Anhalte 19b21.rtf,.rtf,text,39429,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),20. Heinrich Hetzbolt von Wissense 148 - 152.rtf,.rtf,text,78239,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),21. Marcgrave Heinrich von Missen 153 - 156.rtf,.rtf,text,53577,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),22. Heinrich von der Muore 157 - 159.rtf,.rtf,text,44789,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),23. Herzoge Heinrich von Pressela 160 - 162.rtf,.rtf,text,43502,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),24. Hiltbolt von Swanegöi 163 - 174.rtf,.rtf,text,101581,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),25 Margrave von Hohenburg 175 - 179.rtf,.rtf,text,20071,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),26. Hug von Mülndorf 180.rtf,.rtf,text,35309,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),27. Hug von Werbenwag 181 - 184.rtf,.rtf,text,53252,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),28. Der Kanzler 185 - 217.rtf,.rtf,text,184953,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),29. Der Kol von Niunzen 218 - 219.rtf,.rtf,text,39419,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),3. Bruno von Hornberg 22b25.rtf,.rtf,text,53380,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),30. Kristan von Hamle 220 - 224.rtf,.rtf,text,58636,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),31. Kristan von Luppin 225 - 229.rtf,.rtf,text,82839,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),32. Künig Chuonrat der Junge 230 - 231.rtf,.rtf,text,41147,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),33. Chuonrat von Kilchberg  232 - 238.rtf,.rtf,text,66862,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),34. Der Schenke von Limpurg 238 - 244.rtf,.rtf,text,67335,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),35. Liutolt von Savene 245 - 249.rtf,.rtf,text,66223,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),36. Der Burggrave von Lüenz 250 - 252.rtf,.rtf,text,44053,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),37. Von Munegiur 253 - 255.rtf,.rtf,text,45416,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38 Namenlos a 255 - 261.rtf,.rtf,text,121270,2009-08-12
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos D 262 - 263.rtf,.rtf,text,43812,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos El 264.rtf,.rtf,text,36355,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos h 265 -275.rtf,.rtf,text,81382,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos i k 276.rtf,.rtf,text,34468,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos LI 276.rtf,.rtf,text,34779,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos Mb 277 - 278.rtf,.rtf,text,36415,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos n 279 - 282.rtf,.rtf,text,52913,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos p 283 - 284.rtf,.rtf,text,42126,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos s 185 - 291.rtf,.rtf,text,72592,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos Sg 292.rtf,.rtf,text,35500,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos W 293.rtf,.rtf,text,35155,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos x 294 - 299.rtf,.rtf,text,62824,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),39. Niune 300 - 301.rtf,.rtf,text,46864,2009-04-22
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),4 Brunwart von Oughein.rtf,.rtf,text,59383,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),5. Von Buochein.rtf,.rtf,text,45122,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),6. Burkhart von Hohenvels.rtf,.rtf,text,166561,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),7. Dietmar der Setzer 52u53.rtf,.rtf,text,39846,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),8. Der Dürinc 54b58.rtf,.rtf,text,92732,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),9. Der Dürner 59u60.rtf,.rtf,text,40157,2009-04-26
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BRH.txt,.txt,text,3666,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BUH.txt,.txt,text,22152,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BVL.txt,.txt,text,2746,2009-08-12
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BVO.txt,.txt,text,3604,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),CKI.txt,.txt,text,7320,2009-08-10
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DDS.txt,.txt,text,2226,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DGA.txt,.txt,text,1718,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DUE.txt,.txt,text,1584,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DUR.txt,.txt,text,6685,2009-07-30
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DWA.txt,.txt,text,18849,2009-08-06
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),FVL.txt,.txt,text,1657,2009-08-05
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GEG.txt,.txt,text,2912,2009-08-06
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GVE.txt,.txt,text,2227,2009-08-06
Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GVN.txt,.txt,text,58439,2009-08-07
