workId,responsibilityStatement,printTitle
https://dh.plus.ac.at/mhdbdb/instance/work_123,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_123,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_123,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_123,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_123,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_123,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_124,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_124,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_124,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_124,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_124,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_124,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_124,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_125,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_125,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_125,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_125,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_125,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_125,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_125,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_126,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_126,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_126,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_127,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_127,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_127,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_130,herausgegeben von Ernst Martin,Alpharts Tod. Dietrichs Flucht. Rabenschlacht
https://dh.plus.ac.at/mhdbdb/instance/work_130,,Alpharts Tod
https://dh.plus.ac.at/mhdbdb/instance/work_131,herausgegeben von Hadumod Bußmann,Tristrant
https://dh.plus.ac.at/mhdbdb/instance/work_131,herausgegeben von Hadumod Bußmann,Tristrant
https://dh.plus.ac.at/mhdbdb/instance/work_131,,Tristrant
https://dh.plus.ac.at/mhdbdb/instance/work_134,herausgegeben von Karl Bartsch,Herzog Ernst
https://dh.plus.ac.at/mhdbdb/instance/work_134,,Herzog Ernst
https://dh.plus.ac.at/mhdbdb/instance/work_137,"herausgegeben von Wilhelm Scherer, Karl Müllenhoff, Elias Steinmeyer",Denkmäler deutscher Poesie und Prosa
https://dh.plus.ac.at/mhdbdb/instance/work_137,,Himmel und Hölle
https://dh.plus.ac.at/mhdbdb/instance/work_138,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_138,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_138,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_139,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_139,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_139,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_141,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_141,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_141,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_142,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_142,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_142,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_142,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_142,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_142,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_142,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_143,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_143,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_143,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_144,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_144,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_144,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_148,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_148,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_148,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_151,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_151,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_151,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_152,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_152,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_152,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_152,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_152,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_152,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_152,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_153,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_153,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_153,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_154,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_154,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_154,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_154,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_154,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_154,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_154,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_157,herausgegeben von Carl Kraus,Deutsche Liederdichter des 13. Jahrhunderts
https://dh.plus.ac.at/mhdbdb/instance/work_157,herausgegeben von Carl Kraus,Deutsche Liederdichter des 13. Jahrhunderts
https://dh.plus.ac.at/mhdbdb/instance/work_157,herausgegeben von Fridrich Pfaff,Die grosse Heidelberger Liederhandschrift
https://dh.plus.ac.at/mhdbdb/instance/work_157,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_157,,[Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_159,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_159,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_159,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_160,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_160,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_160,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_161,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_161,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_161,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_162,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_162,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_162,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_163,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_163,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_163,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_164,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_164,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_164,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_165,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_165,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_165,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_166,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_166,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_166,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_168,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_168,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_168,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_168,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_168,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_168,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_168,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_170,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_170,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_170,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_171,herausgegeben von Philipp Strauch,Jansen Enikels Werke
https://dh.plus.ac.at/mhdbdb/instance/work_171,,Jansen Enikels Weltchronik.
https://dh.plus.ac.at/mhdbdb/instance/work_174,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_174,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_174,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_175,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_175,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_175,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_175,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_175,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_175,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_175,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_176,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_176,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_176,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_177,herausgegeben von Karl Kinzel,Lamprechts Alexander
https://dh.plus.ac.at/mhdbdb/instance/work_177,,Lamprechts Alexander
https://dh.plus.ac.at/mhdbdb/instance/work_179,"herausgegeben von Karl Eckhardt, Alfred Hübner",Deutschenspiegel und Augsburger Sachsenspiegel
https://dh.plus.ac.at/mhdbdb/instance/work_179,"herausgegeben von Karl Eckhardt, Alfred Hübner",Deutschenspiegel und Augsburger Sachsenspiegel
https://dh.plus.ac.at/mhdbdb/instance/work_179,,Buch der Könige alter Ehe
https://dh.plus.ac.at/mhdbdb/instance/work_183,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_183,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_183,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_183,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_183,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_183,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_183,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_184,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_184,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_184,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_188,"herausgegeben von Joseph Seemüller, Franz Lichtenstein",Ottokars österreichische Reimchronik
https://dh.plus.ac.at/mhdbdb/instance/work_188,,Buch von Akkon
https://dh.plus.ac.at/mhdbdb/instance/work_189,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_189,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_189,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_19,herausgegeben von Alfred Karnein,Salman und Morolf
https://dh.plus.ac.at/mhdbdb/instance/work_19,herausgegeben von Alfred Karnein,Salman und Morolf
https://dh.plus.ac.at/mhdbdb/instance/work_19,,Fortsetzung des Morolf im Strassburger Druck
https://dh.plus.ac.at/mhdbdb/instance/work_194,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_194,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_194,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_194,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_194,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_194,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_194,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_195,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_195,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_195,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_196,herausgegeben von Edward Schröder,Die Kaiserchronik eines Regensburger Geistlichen
https://dh.plus.ac.at/mhdbdb/instance/work_196,herausgegeben von Edward Schröder,Monumenta Germaniae historica
https://dh.plus.ac.at/mhdbdb/instance/work_196,,Anhang I
https://dh.plus.ac.at/mhdbdb/instance/work_20,herausgegeben von Karl Bartsch,Herzog Ernst
https://dh.plus.ac.at/mhdbdb/instance/work_20,,Herzog Ernst
https://dh.plus.ac.at/mhdbdb/instance/work_200,herausgegeben von Anton Schönbach,Altdeutsche Predigten
https://dh.plus.ac.at/mhdbdb/instance/work_200,,[Predigten]
https://dh.plus.ac.at/mhdbdb/instance/work_203,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_203,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_203,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_203,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_203,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_203,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_203,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_206,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
