workId,responsibilityStatement,printTitle
https://dh.plus.ac.at/mhdbdb/instance/work_206,"herausgegeben von Hugo Moser, Helmut Tervooren",Des Minnesangs Frühling
https://dh.plus.ac.at/mhdbdb/instance/work_206,,[Namenlose Lieder]
https://dh.plus.ac.at/mhdbdb/instance/work_209,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_209,herausgegeben von Klaus Grubmüller,Novellistik des Mittelalters
https://dh.plus.ac.at/mhdbdb/instance/work_209,,Aristoteles und Phyllis
https://dh.plus.ac.at/mhdbdb/instance/work_21,herausgegeben von Wendelin Toischer,Alexander
https://dh.plus.ac.at/mhdbdb/instance/work_21,herausgegeben von Wendelin Toischer,Alexander
https://dh.plus.ac.at/mhdbdb/instance/work_21,,Anhang zum Alexander
https://dh.plus.ac.at/mhdbdb/instance/work_210,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_210,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_210,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_210,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_210,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_210,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_210,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_211,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_211,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_211,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_211,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_211,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_211,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_211,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_214,herausgegeben von Georg Holz,Die Gedichte vom Rosengarten zu Worms
https://dh.plus.ac.at/mhdbdb/instance/work_214,herausgegeben von Georg Holz,Die Gedichte vom Rosengarten zu Worms
https://dh.plus.ac.at/mhdbdb/instance/work_214,,Rosengarten A (I)
https://dh.plus.ac.at/mhdbdb/instance/work_215,herausgegeben von Edward Schröder,Die Kaiserchronik eines Regensburger Geistlichen
https://dh.plus.ac.at/mhdbdb/instance/work_215,herausgegeben von Edward Schröder,Monumenta Germaniae historica
https://dh.plus.ac.at/mhdbdb/instance/work_215,,Anhang I
https://dh.plus.ac.at/mhdbdb/instance/work_217,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_217,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_217,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_217,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_218,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_218,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_218,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_218,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_220,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_220,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_220,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_220,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_221,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_221,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_221,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_221,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_221,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_221,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_221,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_222,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_222,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_222,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_222,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_223,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_223,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_223,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_223,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_224,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_224,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_224,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_224,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_226,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_226,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_226,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_226,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_227,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_227,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_227,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_227,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_228,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_228,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_228,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_228,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_23,herausgegeben von Julius Zupitza,"Dietrichs Abenteuer von Albrecht von Kemenaten nebst den Bruchstücken von Dietrich
            und Wenezlan"
https://dh.plus.ac.at/mhdbdb/instance/work_23,,Sigenot
https://dh.plus.ac.at/mhdbdb/instance/work_230,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_230,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_230,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_230,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_231,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_231,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_231,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_231,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_232,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_232,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_232,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_232,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_233,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_233,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_233,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_233,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_233,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_233,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_233,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_234,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_234,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_234,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_234,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_236,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_236,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_236,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_236,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_237,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_237,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_237,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_237,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_238,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_238,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_238,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_238,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_239,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_239,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_239,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_239,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_24,"herausgegeben von Friedrich Hagen, Alois Primisser",Der Helden Buch in der Ursprache
https://dh.plus.ac.at/mhdbdb/instance/work_24,,Etzels Hofhaltung / Der Wunderer
https://dh.plus.ac.at/mhdbdb/instance/work_240,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_240,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_240,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_240,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_241,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_241,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_241,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_241,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_245,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_245,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_245,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_245,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_246,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_246,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_246,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_246,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_250,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_250,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_250,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_250,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_251,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_251,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_251,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_251,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_251,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_251,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_251,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_252,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_252,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_252,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_252,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_255,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_255,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_255,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_255,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_256,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_256,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_256,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_256,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_257,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_257,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_257,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_257,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_258,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_258,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_258,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_258,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_260,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_260,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_260,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_260,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_261,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_261,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_261,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_261,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_262,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_262,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_262,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_262,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_264,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_264,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_264,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_264,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_265,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_265,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_265,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_265,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_267,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_267,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_267,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_267,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_268,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_268,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_268,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_268,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_270,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_270,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_270,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_270,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_270,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_270,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_270,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_272,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_272,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_272,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_272,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_272,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_272,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_272,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_273,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_273,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_273,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_273,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_274,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_274,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_274,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_274,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_275,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_275,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_275,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_275,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_276,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_276,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_276,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_276,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_277,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_277,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_277,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_277,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_278,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_278,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_278,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_278,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_279,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_279,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_279,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_279,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_280,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_280,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_280,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_280,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_281,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_281,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_281,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_281,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_282,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_282,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_282,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_282,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_283,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_283,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_283,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_283,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_284,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_284,herausgegeben von Wolfgang Moelleken,Die Kleindichtung
https://dh.plus.ac.at/mhdbdb/instance/work_284,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
https://dh.plus.ac.at/mhdbdb/instance/work_284,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift
https://dh.plus.ac.at/mhdbdb/instance/work_284,herausgegeben von Gustav Rosenhagen,Die Heidelberger Handschrift cod. Pal. germ. 341
https://dh.plus.ac.at/mhdbdb/instance/work_284,,Allerheiligenlitanei
https://dh.plus.ac.at/mhdbdb/instance/work_284,,Beispiel vom Hasen
https://dh.plus.ac.at/mhdbdb/instance/work_288,herausgegeben von Wolfgang Moelleken,Die Kleindichtung des Strickers
